speaker,folder,file_name,prediction,reference
ACWT01a,ACWT,ACWT01a_191.636_1.11.wav, I'm picking the ball.,kicking the ball
ACWT01a,ACWT,ACWT01a_193.596_2.11.wav, on Jim Bindo.,window
ACWT01a,ACWT,ACWT01a_196.847_6.35.wav, actually get a window,accident window broken
ACWT01a,ACWT,ACWT01a_205.24_3.45.wav," and just all big, yeah.",and it's all big yeah
ACWT01a,ACWT,ACWT01a_209.475_5.31.wav, and then window broke and fall. Yeah.,and the window broken and a ball yeah
ACWT01a,ACWT,ACWT01a_230.121_5.22.wav, don't know. I,oh i
ACWT01a,ACWT,ACWT01a_241.592_0.44.wav, of,no
ACWT01a,ACWT,ACWT01a_243.646_1.54.wav, I don't know what,i don't want it
ACWT01a,ACWT,ACWT01a_246.814_0.9.wav, Mmm,hmhm
ACWT01a,ACWT,ACWT01a_248.8_2.29.wav, and rain.,and rain
ACWT01a,ACWT,ACWT01a_251.755_3.58.wav," Yes, rain, rain, rain.",yes rain rain rain
ACWT01a,ACWT,ACWT01a_256.156_1.081.wav, Oh no.,yes oh no
ACWT01a,ACWT,ACWT01a_257.64_2.78.wav," No, no, no!",no no no
ACWT01a,ACWT,ACWT01a_261.625_7.421.wav," Yes, they're looking at sun.",yes mother looking at son
ACWT01a,ACWT,ACWT01a_269.467_3.5.wav," in Shen, Brita, Bello, Berra.",and son gets a umbrella
ACWT01a,ACWT,ACWT01a_295.803_9.16.wav, Cat out the tree.,cat up the tree
ACWT01a,ACWT,ACWT01a_307.328_4.55.wav, darling golf can't have the tree.,darling get cat out the tree
ACWT01a,ACWT,ACWT01a_313.148_3.66.wav," A broken fence, broken.",ladder broken
ACWT01a,ACWT,ACWT01a_317.137_3.25.wav, and there's a laughter tree.,there's a up the tree
ACWT01a,ACWT,ACWT01a_321.51_9.35.wav," G, Sharpie, no, no.",tree barking no
ACWT01a,ACWT,ACWT01a_331.494_5.46.wav," So, yeah.",oh barking yeah
ACWT01a,ACWT,ACWT01a_339.004_9.59.wav," And the other, no, the janitor gets mother to hand down the tree.",andgets mother to down the tree
ACWT01a,ACWT,ACWT01a_503.723_8.39.wav," Well, Cinderella was a poor child in a farm.",well cinderella was a poor child in in
ACWT01a,ACWT,ACWT01a_514.636_0.711.wav," Oh, God.",oh god
ACWT01a,ACWT,ACWT01a_516.182_4.03.wav," gender role, poor child and a bird.",cinderella poor child in in
ACWT01a,ACWT,ACWT01a_525.134_6.11.wav, I'm ready to do any things.,to do many things in
ACWT01a,ACWT,ACWT01a_531.543_6.18.wav," and, um, uh...",and
ACWT01a,ACWT,ACWT01a_539.741_0.78.wav," Oh, God.",oh god
ACWT01a,ACWT,ACWT01a_542.548_4.1.wav," Oh, and you...",oh and you
ACWT01a,ACWT,ACWT01a_551.975_12.13.wav," a child in a, uh, uh, uh, deaf children, and, and, and, and, and, and, and, and, and, and,",troll child in stepchildren
ACWT01a,ACWT,ACWT01a_567.671_0.88.wav, Oh God.,oh god
ACWT01a,ACWT,ACWT01a_569.941_5.61.wav," um, chaptered and wanted to go to dance.",stepchildren wanted to go to dance
ACWT01a,ACWT,ACWT01a_576.25_5.71.wav, Beautiful.,and beautiful
ACWT01a,ACWT,ACWT01a_582.561_11.42.wav," And it's really very true that they, you know, about going to tan.",and cinderella weren't sure of about going to dance
ACWT01a,ACWT,ACWT01a_594.76_2.84.wav, And I've,and and
ACWT01a,ACWT,ACWT01a_599.597_2.79.wav," Oh God, I just...",oh god i just
ACWT01a,ACWT,ACWT01a_615.635_12.92.wav, She got to go to the dance and choose and,she got to go to the dance in shoes and
ACWT01a,ACWT,ACWT01a_629.504_0.9.wav," Oh, God.",oh god
ACWT01a,ACWT,ACWT01a_632.051_7.52.wav, Oh God.,oh god
ACWT01a,ACWT,ACWT01a_641.04_1.22.wav, And then what happened?,dance and yeah
ACWT01a,ACWT,ACWT01a_642.657_9.06.wav, And she was dancing around the bed at midnight.,and she was dancing around midnight
ACWT01a,ACWT,ACWT01a_652.111_5.51.wav, and she rose to be somewhere else.,and she supposed to be somewhere else
ACWT01a,ACWT,ACWT01a_658.051_17.92.wav, and she put her foot in the plastic.,and and she put her foot in the
ACWT01a,ACWT,ACWT01a_677.561_0.37.wav, Oh,so
ACWT01a,ACWT,ACWT01a_680.583_4.03.wav, And she wrote off other paints.,and she rode off with the prince
ACWT01a,ACWT,ACWT01a_701.829_2.63.wav," Oh, bread.",oh bread
ACWT01a,ACWT,ACWT01a_706.282_1.55.wav, Two pieces of bread.,two pieces of bread
ACWT01a,ACWT,ACWT01a_708.73_2.99.wav, in a bedroom.,and
ACWT01a,ACWT,ACWT01a_718.055_8.06.wav," uh, jelly and peanut butter.",jelly and peanut butter
ACWT01a,ACWT,ACWT01a_726.892_6.55.wav," and told them of and bigger pain, but I'm glad.",and turn them over and make a peanut butter sandwich
adler06a,adler,adler06a_10.427_4.74.wav, It's a little bit bigger.,it's little bit better
adler06a,adler,adler06a_18.783_0.45.wav, Yes.,yes
adler06a,adler,adler06a_26.686_1.43.wav, It was...,it was
adler06a,adler,adler06a_30.728_1.07.wav, You mean what I had?,you mean what i had
adler06a,adler,adler06a_33.074_1.71.wav, or had something without.,i had something without
adler06a,adler,adler06a_37.193_1.06.wav," I was out, Chunk.",i was out out out
adler06a,adler,adler06a_38.861_6.31.wav, God myself rode with the people in and they show up for me.,got myself rode through the ambulance and theyme
adler06a,adler,adler06a_56.436_1.61.wav, I could generally good.,i could generally good
adler06a,adler,adler06a_58.769_2.39.wav, But walking at this...,but walking this
adler06a,adler,adler06a_61.453_3.63.wav," The first one, my big will, forget it.",when myforget it ja
adler06a,adler,adler06a_66.839_1.65.wav, Because I had no...,because i had no
adler06a,adler,adler06a_70.256_2.92.wav, My foot once fizzled and stuff.,my foot ones fizzled and stuffed ja
adler06a,adler,adler06a_74.761_0.83.wav, I couldn't talk.,i couldn't talk
adler06a,adler,adler06a_88.29_1.18.wav, General walking.,generally walking
adler06a,adler,adler06a_90.417_4.62.wav," I had quokkings, some lunch, well, again, and then...",i had walking someoneagain and then and
adler06a,adler,adler06a_96.291_3.8.wav, And finally I got it for Quintel.,and finally i got it forjar
adler06a,adler,adler06a_100.179_1.21.wav, Shit is good.,is good
adler06a,adler,adler06a_103.351_2.79.wav, Just walking again sometimes is bad.,just walking again sometimes is bad
adler06a,adler,adler06a_107.158_5.41.wav, Just talk. Is there?,just or talk is
adler06a,adler,adler06a_116.022_1.1.wav," For some, I get.",some i get
adler06a,adler,adler06a_117.761_0.79.wav, Some I can't.,some i can't
adler06a,adler,adler06a_120.24_4.85.wav, And I just have to append what I have and have to get.,and i just haftawhat i have and hafta get
adler06a,adler,adler06a_140.636_0.39.wav, Mm-hmm.,mhm
adler06a,adler,adler06a_160.525_4.18.wav," I always, big rules.",well i was big
adler06a,adler,adler06a_169.65_3.48.wav, was my shoe was Russell.,my shooed was wrestle
adler06a,adler,adler06a_176.389_1.35.wav, I got a small.,i got asmall one
adler06a,adler,adler06a_178.121_2.42.wav," He should have gotten a big one, but he's small one.",i shoulda gotten a big one but a small one
adler06a,adler,adler06a_181.797_1.19.wav, I was in the Marines.,i was in the marines
adler06a,adler,adler06a_185.652_0.8.wav, I was,i was
adler06a,adler,adler06a_189.413_7.26.wav," Even before schooling, they'd puzzle, got me the word in the barrels.",even my before schooling we won a medals
adler06a,adler,adler06a_197.626_2.09.wav, So I was shooting for this.,so i was shooting for this
adler06a,adler,adler06a_201.223_5.48.wav, It was federalists and the people for Marines.,i was federal this in the people for for marines
adler06a,adler,adler06a_207.254_0.92.wav, the people first,the people for
adler06a,adler,adler06a_209.152_0.95.wav, Because I'm benzyl.,because i was
adler06a,adler,adler06a_211.364_0.59.wav, for people.,for people
adler06a,adler,adler06a_214.723_3.66.wav," And for Lord, I was going here to the word world.",and for as lord i was going here to northward
adler06a,adler,adler06a_221.214_1.6.wav, And it was going to people.,so and the people
adler06a,adler,adler06a_223.664_1.94.wav, You got the school going Marines.,you got the schools go in the marines
adler06a,adler,adler06a_225.682_1.72.wav, for the airplane.,and that's for the airplane
adler06a,adler,adler06a_228.046_0.64.wav, which I did.,which i did
adler06a,adler,adler06a_230.84_2.85.wav, It was almost school just for schooling.,it was almost school just for schooling
adler06a,adler,adler06a_236.103_1.5.wav," I went to school, but I, uh...",i went school but i
adler06a,adler,adler06a_240.1_6.02.wav," I wasn't schooling, but I was for bands and stuff.",i wasn't schooling but i was for for for bombs and stuff
adler06a,adler,adler06a_246.27_2.18.wav," Shoes, bombs and stuff.",shoes bombs and stuff
adler06a,adler,adler06a_249.772_6.42.wav, In Japan. And they cool on for aircraft.,in japan and they cool on for aircraft
adler06a,adler,adler06a_256.661_4.011.wav, for all. It's Gordon Finger for the corn world.,for all we couldn't here for the corn rolled
adler06a,adler,adler06a_262.27_7.4.wav, and just had a prondle stuffed and a cornel,and just hadstuffed andand
adler06a,adler,adler06a_270.806_3.44.wav, had stuff for bombs and stuff for this.,i had stuff for bombs and stuff for this
adler06a,adler,adler06a_277.687_7.32.wav," No, well, this one, the long one, and about two woods for middle time.",no well this one long ones and about two woods were like middle time
adler06a,adler,adler06a_323.234_3.35.wav, The postman was clogged.,the puss one was
adler06a,adler,adler06a_329.428_2.64.wav," You kick foot, got this.",you kick foot got this
adler06a,adler,adler06a_332.98_11.09.wav," is for Longwood, for Lesward, is in Renfrewal. Now, what will, what's, what's",is forwardforwas it in anowwashose
adler06a,adler,adler06a_350.752_3.5.wav, This guy was looking the beard and the head,this guy was looking thein the
adler06a,adler,adler06a_354.587_2.5.wav," and looking, walking here.",and looking walking here
adler06a,adler,adler06a_383.148_5.25.wav, Her last word was a......cruisels.,herwas
adler06a,adler,adler06a_391.704_1.98.wav, and she didn't think the year,and she didn't think the
adler06a,adler,adler06a_397.61_1.21.wav, fucking water?,walking water
adler06a,adler,adler06a_399.977_1.83.wav, turned around to school.,turned around to school
adler06a,adler,adler06a_401.858_4.74.wav, when the Federal,and heher
adler06a,adler,adler06a_430.952_6.08.wav," or that's the woman, well, the gourd.",that's the woman where all the the gored
adler06a,adler,adler06a_439.558_4.88.wav," person was on a look in this one, made this this.",person was looking this one and made this this
adler06a,adler,adler06a_446.377_2.39.wav, Dog was Arnold.,dog was
adler06a,adler,adler06a_449.792_1.67.wav, Got walking for him.,got walking for him
adler06a,adler,adler06a_452.035_3.94.wav, had people walking for a car probably for this one.,had people walking for a corn probably probably for this one
adler06a,adler,adler06a_474.218_6.5.wav, This was a long cord work.,this was a long cord war water
adler06a,adler,adler06a_482.668_6.48.wav, beloved was fed,thewas federal or
adler06a,adler,adler06a_491.71_2.86.wav, A longwood would fatal her.,awouldher
adler06a,adler,adler06a_495.047_1.36.wav, She's good with him.,she's got one of him
adler06a,adler,adler06a_498.133_5.67.wav," and for that, she had to get a razor for her.",and for she hadta get afor her to
adler06a,adler,adler06a_504.547_2.64.wav," Get it, get it, get it all.",gets it all
adler06a,adler,adler06a_526.617_2.92.wav," Yeah, a little bit.",a little bit i think
adler06a,adler,adler06a_596.573_3.4.wav, Gwpswm i'n...,was what was the name
adler06a,adler,adler06a_601.453_0.58.wav, So current,cinderella
adler06a,adler,adler06a_603.452_4.74.wav, She was a pey angel for Legwood.,she was angel for
adler06a,adler,adler06a_609.248_3.52.wav," She was for Fandral, for someone else.",she was forfor someone else
adler06a,adler,adler06a_613.137_9.53.wav," The other children, children for her, are three children or whatever.",the other children children for her are three children or whatever
adler06a,adler,adler06a_623.33_5.5.wav," With her, it was very closed, walking in generalists.",with her it was very closed walking in
adler06a,adler,adler06a_632.079_3.05.wav, The pencils are going for the party.,are going for the party
adler06a,adler,adler06a_636.472_4.54.wav," And she would send people for presents, for the present.",and she was fen people forfor the present
adler06a,adler,adler06a_644.212_8.44.wav, The present. Supposed to be a 32 or 30 or something.,the present was supposed to be thirty thirty or something
adler06a,adler,adler06a_654.295_3.97.wav, She had a rand from home. She had a little,she had a ran from home she hurried
adler06a,adler,adler06a_659.421_3.64.wav, The people were,the people were
adler06a,adler,adler06a_663.301_1.08.wav, They found our litter.,they found her letter
adler06a,adler,adler06a_666.643_3.61.wav," and the peasants with the other people, when they found her.",andthe other people wed they found her
adler06a,adler,adler06a_671.954_3.45.wav, Founder for the present and calls this one,found her for theand the calls this one so
adler06a,adler,adler06a_683.45_0.37.wav, Okay?,okay
adler06a,adler,adler06a_693.843_4.36.wav," Whatever you do, quote a whole and fold it.",whatever you hold and fold it
adler11a,adler,adler11a_18.783_0.808.wav, Mm-hmm.,mhm
adler11a,adler,adler11a_22.019_0.836.wav, near.,yeah
adler11a,adler,adler11a_22.855_4.945.wav," One, I think, I think I have a question.",one
adler11a,adler,adler11a_41.576_6.098.wav, Yeah.,yeah
adler11a,adler,adler11a_63.656_1.883.wav, Yeah.,yeah yeah
adler11a,adler,adler11a_67.822_11.621.wav, I'm going to go ahead and close this.,h
adler11a,adler,adler11a_82.167_3.555.wav, Yeah. Yeah.,yeah yeah
adler11a,adler,adler11a_86.617_21.899.wav, You know.,no
adler11a,adler,adler11a_123.556_6.972.wav, Yeah.,yeah
adler11a,adler,adler11a_131.514_0.446.wav, Yeah.,yeah
adler11a,adler,adler11a_132.92_1.117.wav, Yeah.,yeah
adler11a,adler,adler11a_136.032_3.241.wav, Here.,yeah
adler11a,adler,adler11a_141.338_5.194.wav, Yeah.,no
adler11a,adler,adler11a_148.403_0.922.wav, No.,no
adler11a,adler,adler11a_152.352_0.332.wav, Yeah.,yeah
adler11a,adler,adler11a_158.558_4.14.wav, Yeah.,yeah
adler11a,adler,adler11a_174.27_2.366.wav, It was a different kind of thing.,no
adler11a,adler,adler11a_176.291_1.497.wav, was at Disneyland and Friends.,was it disneyland in france
adler11a,adler,adler11a_177.788_6.96.wav, No.,no
adler11a,adler,adler11a_194.797_1.274.wav, Okay.,yeah
adler11a,adler,adler11a_196.071_3.204.wav, Lady.,de desi
adler11a,adler,adler11a_199.275_0.993.wav, Hmm.,no
adler11a,adler,adler11a_200.268_3.182.wav, Mm-hmm.,hm hm hm hmsi
adler11a,adler,adler11a_203.45_0.874.wav, You,no
adler11a,adler,adler11a_204.324_3.876.wav, I'm thinking of doing.,bu bu bu bu bu bu bu busi
adler11a,adler,adler11a_208.2_1.192.wav, know.,no
adler11a,adler,adler11a_212.193_3.035.wav, La la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la,can
adler11a,adler,adler11a_217.124_0.624.wav," No, no.",no no
adler11a,adler,adler11a_219.016_12.724.wav, Yeah.,yeah
adler11a,adler,adler11a_233.316_1.066.wav, Yeah.,yeah
adler11a,adler,adler11a_235.065_0.514.wav, Yeah.,yeah
adler11a,adler,adler11a_240.522_1.407.wav," Oh, well, I don't know.",oh well hello
adler11a,adler,adler11a_245.739_2.206.wav, Yeah,yeah
adler11a,adler,adler11a_251.554_1.794.wav, Yeah.,yeah
adler11a,adler,adler11a_253.379_3.98.wav, Yeah.,yeah
adler11a,adler,adler11a_292.467_0.454.wav, Yeah.,yeah
adler11a,adler,adler11a_292.921_10.579.wav, 6W.,yeah
adler11a,adler,adler11a_306.2_1.056.wav, Yeah.,yeah so
adler11a,adler,adler11a_311.48_1.15.wav, Yeah.,yeah yeah
adler11a,adler,adler11a_312.63_11.296.wav, One,one eighty
adler11a,adler,adler11a_323.927_1.388.wav," Oh, yeah.",no yeah
adler11a,adler,adler11a_325.555_2.274.wav, That's a long time ago.,yeah yeah yeah
adler11a,adler,adler11a_328.856_2.063.wav, One.,one
adler11a,adler,adler11a_368.4_0.858.wav, Yeah.,yeah
adler11a,adler,adler11a_372.577_3.375.wav, Yeah.,yeah
adler11a,adler,adler11a_379.062_3.471.wav, Can you tell me a little bit about that again?,no
adler11a,adler,adler11a_395.604_2.472.wav, Here.,yeah
adler11a,adler,adler11a_398.017_2.192.wav, Yeah.,yeah one
adler11a,adler,adler11a_402.568_0.327.wav, year.,yeah
adler11a,adler,adler11a_403.879_5.333.wav, It looks like the baby's in your arms.,one yeah
adler11a,adler,adler11a_423.222_1.106.wav, No,no
adler11a,adler,adler11a_426.379_1.398.wav, Yo.,no
adler11a,adler,adler11a_435.605_0.913.wav, Yeah.,yeah
adler11a,adler,adler11a_447.495_0.354.wav, Yeah.,yeah
adler11a,adler,adler11a_456.65_5.548.wav, one,one
adler11a,adler,adler11a_463.762_1.916.wav, year one.,yeah one
adler11a,adler,adler11a_472.106_0.532.wav, Yeah.,yeah
adler11a,adler,adler11a_474.215_8.065.wav," Yeah, wow.",yeah while
adler11a,adler,adler11a_483.485_1.944.wav, No.,no
adler11a,adler,adler11a_487.284_0.968.wav, Mm-hmm.,mhm
adler11a,adler,adler11a_489.33_1.847.wav, Yeah.,yeah
adler11a,adler,adler11a_491.631_9.498.wav," One, one.",one one
adler11a,adler,adler11a_502.963_0.544.wav, Yeah.,yeah
adler11a,adler,adler11a_504.499_0.413.wav, here.,yeah
adler11a,adler,adler11a_506.06_2.287.wav," when they can, when.",one yeah
adler11a,adler,adler11a_509.76_0.994.wav," know, you know.",no no
adler11a,adler,adler11a_510.754_5.192.wav, I don't know.,oh oh
adler11a,adler,adler11a_517.011_0.427.wav, Yeah.,yeah
adler11a,adler,adler11a_518.421_0.709.wav, Yeah.,no
adler11a,adler,adler11a_522.372_1.822.wav, Oh yeah.,oh yeah
adler11a,adler,adler11a_524.545_0.92.wav, Yeah.,yeah
adler11a,adler,adler11a_533.931_0.305.wav, here.,yeah
adler11a,adler,adler11a_542.675_3.825.wav, One.,oh one
adler11a,adler,adler11a_547.281_1.365.wav, here? Yeah.,yeah mhm
adler11a,adler,adler11a_549.018_4.733.wav," Yeah, one, one.",yeah one one
adler11a,adler,adler11a_567.614_4.684.wav," Yeah, no.",yeah no
adler11a,adler,adler11a_572.932_0.735.wav, Yeah.,yeah
adler11a,adler,adler11a_574.207_1.653.wav, Yeah. Okay.,yeah
adler11a,adler,adler11a_575.86_1.464.wav," And, um...",no
adler11a,adler,adler11a_578.007_2.531.wav," Yeah, yeah.",yeah yeah
adler11a,adler,adler11a_609.5_0.958.wav, Yeah.,yeah
adler11a,adler,adler11a_616.756_0.47.wav, and tell me,mhm
adler11a,adler,adler11a_617.6_0.617.wav, about the pain.,mhm
adler11a,adler,adler11a_632.465_3.192.wav, beginning and the middle and the end.,wow
adler11a,adler,adler11a_642.068_5.276.wav, Oh.,uhoh
adler11a,adler,adler11a_647.096_1.417.wav, He got angry at him.,yeah yeah
adler11a,adler,adler11a_649.821_0.965.wav, Thank you.,yeah
adler11a,adler,adler11a_658.814_4.157.wav," No, no, no, no, no, no, no.",mhm one no no no no no no no
adler11a,adler,adler11a_664.248_0.867.wav, No.,no
adler11a,adler,adler11a_665.115_1.865.wav, Uh oh.,uhoh
adler11a,adler,adler11a_668.968_2.826.wav, Uh-oh. What's happening?,uhoh
adler11a,adler,adler11a_672.783_2.257.wav, Yeah.,yeah
adler11a,adler,adler11a_675.04_4.821.wav, Hello.,oh
adler11a,adler,adler11a_679.861_5.426.wav, Yeah.,yeah
adler11a,adler,adler11a_686.182_1.083.wav, Now I can.,yeah
adler11a,adler,adler11a_689.871_1.204.wav, Yeah.,no mhm
adler11a,adler,adler11a_692.331_1.324.wav, That's a good one.,mhm
adler11a,adler,adler11a_694.075_0.917.wav, Yeah.,yeah
adler11a,adler,adler11a_695.651_1.015.wav, Yeah.,yeah
adler11a,adler,adler11a_696.666_0.727.wav, animal.,hello
adler11a,adler,adler11a_698.401_1.601.wav, Yeah.,yeah
adler11a,adler,adler11a_702.002_0.325.wav, Thank you.,yeah
adler11a,adler,adler11a_707.508_1.164.wav, Uh-huh.,uhoh
adler11a,adler,adler11a_708.672_5.519.wav, Oh no.,oh no
adler11a,adler,adler11a_716.085_2.409.wav, Yeah.,yeah oh
adler11a,adler,adler11a_718.494_4.527.wav," Oh, that's…",oh daddy
adler11a,adler,adler11a_728.2_0.8.wav, Yeah.,yeah
adler11a,adler,adler11a_736.173_1.733.wav, Yeah.,yeah
adler11a,adler,adler11a_740.99_1.81.wav, Oh yeah.,oh yeah
adler11a,adler,adler11a_743.811_3.238.wav, Shit.,shit
adler11a,adler,adler11a_746.916_0.661.wav, Yeah.,yeah
adler11a,adler,adler11a_749.113_1.621.wav, Yeah.,yeah
adler11a,adler,adler11a_753.343_2.89.wav, What's going on there?,oh
adler11a,adler,adler11a_756.233_6.999.wav," One, I don't know.",oh one i don't know
adler11a,adler,adler11a_767.241_13.242.wav, One. Yeah. Mm-hmm.,one yeah mhm
adler11a,adler,adler11a_780.483_11.544.wav, One. Yeah. Oh.,one yeah
adler11a,adler,adler11a_793.855_2.055.wav, that year.,yeah
adler11a,adler,adler11a_797.855_5.701.wav, Here. Here.,yeah yeah
adler11a,adler,adler11a_805.103_1.621.wav, Yeah.,yeah
adler11a,adler,adler11a_807.204_2.108.wav, Okay.,yeah
adler11a,adler,adler11a_820.475_1.208.wav, 음...,no
adler11a,adler,adler11a_833.101_5.899.wav, Okay. Put them back together again.,butter
adler11a,adler,adler11a_840.0_3.265.wav, I'm always in.,yeah
adler11a,adler,adler11a_849.449_0.82.wav," Oh, yeah.",oh yeah
adler11a,adler,adler11a_850.269_1.151.wav, Okay.,mhm
adler11a,adler,adler11a_856.058_0.627.wav, Hmm?,mhm
adler11a,adler,adler11a_861.728_2.032.wav, Oh. Okay.,oh mhm
adler11a,adler,adler11a_866.434_0.928.wav, Mm-hmm.,mhm
adler11a,adler,adler11a_878.208_0.879.wav," Oh, mm-hmm.",oh mhm
adler11a,adler,adler11a_965.317_0.911.wav," Yeah, well...",yeah well
adler11a,adler,adler11a_966.228_2.631.wav," I know, I know.",hello hello
adler11a,adler,adler11a_978.391_2.444.wav, I don't know.,oh no no no
adler11a,adler,adler11a_984.361_4.976.wav, අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි අපි,well
adler11a,adler,adler11a_1010.737_1.405.wav, Hello.,hello
adler11a,adler,adler11a_1012.142_3.272.wav, Hello.,hello
adler11a,adler,adler11a_1018.271_1.364.wav, Hello.,hello mhm
adler11a,adler,adler11a_1020.0_1.469.wav, Happy.,happily
adler11a,adler,adler11a_1022.52_2.676.wav, Leave it.,after
adler11a,adler,adler11a_1025.775_1.39.wav, Happily.,happily
adler11a,adler,adler11a_1027.098_1.193.wav, Ever.,ever
adler11a,adler,adler11a_1028.291_1.567.wav, Absolutely.,after
adler11a,adler,adler11a_1030.311_1.578.wav, Okay.,yeah
adler11a,adler,adler11a_1031.889_3.661.wav, Bye.,one
adler11a,adler,adler11a_1035.55_2.138.wav, So...,no
adler11a,adler,adler11a_1037.688_5.508.wav," Oh, shit.",oh shit
adler21a,adler,adler21a_2.664_0.39.wav, Okay.,ok
adler21a,adler,adler21a_5.92_1.13.wav, It's better.,it's bett
adler21a,adler,adler21a_7.281_1.99.wav, It's very bitter.,it's it's very better g
adler21a,adler,adler21a_9.895_3.11.wav," It's proving, little by little, but it's proving.",it's improving little by little but it's improving
adler21a,adler,adler21a_17.166_5.3.wav," No, I am heart surgery.",no i'm i am heart surgery
adler21a,adler,adler21a_22.971_3.14.wav, So two weeks I'm sleeping.,so two weeks i'm sleeping
adler21a,adler,adler21a_26.855_7.58.wav," but I'm waking up, so, and that's how, and that's what you, how, that is.",but i'm waking up so and that is
adler21a,adler,adler21a_37.055_1.47.wav, two weeks is sleeping.,two weeks is sleeping
adler21a,adler,adler21a_39.087_2.25.wav, and then waking up.,and then waking up
adler21a,adler,adler21a_41.386_2.66.wav, So that's how stroke happened.,so that's how stroke happen
adler21a,adler,adler21a_49.407_0.57.wav, Joke.,stroke
adler21a,adler,adler21a_50.624_2.79.wav," I mean, yeah.",i mean yeah
adler21a,adler,adler21a_54.355_8.74.wav, I is speaking is Michael Michael Michael every Michael Michael Michael,i is speaking is firstnamem firstnamem firstnamem every firstnamem firstnamem firstnamem
adler21a,adler,adler21a_63.656_6.77.wav," And arm and leg is finished, like before finish finished.",and arm and leg is finished like before finish finish
adler21a,adler,adler21a_71.59_7.97.wav, But I still have no idea what happened.,but i still no idea what happen
adler21a,adler,adler21a_81.323_2.5.wav," Yeah, until, you know, slowly.",yeah until you know slowly
adler21a,adler,adler21a_85.616_4.21.wav," people say,",people people say
adler21a,adler,adler21a_89.941_1.64.wav," Listen, sorry, stroke.",listen sorry stroke
adler21a,adler,adler21a_91.957_1.09.wav, That's all I got.,or something like that
